2019-03-02 02:05:33,256 [I] 	(at main.py:29) 
2019-03-02 02:05:40,668 [D] ┌:F:n:WD_3:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:40,668 [D] |:F:n:WD_3:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:40,668 [D] └:F:n:WD_3:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:40,680 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,681 [D] -:F:n:WD_1:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:40,694 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,694 [D] ┌:F:n:WD_2:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:40,694 [D] └:F:n:WD_2:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:40,706 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,706 [D] ┌:F:n:WD_3:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:40,706 [D] |:F:n:WD_3:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:40,706 [D] └:F:n:WD_3:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:40,717 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,718 [D] -:F:n:WD_1:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:40,728 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,729 [D] ┌:F:n:WD_2:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:40,729 [D] └:F:n:WD_2:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:40,741 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,741 [D] ┌:F:n:WD_3:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:40,741 [D] |:F:n:WD_3:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:40,741 [D] └:F:n:WD_3:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:40,741 [D]  : : :pass:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:40,741 [D]  : : :pass:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:40,742 [D]  : : :pass:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:40,742 [D]  : : :pass:mug.c:47	(at logger.py:129) 
2019-03-02 02:05:40,742 [D]  : : :pass:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:40,742 [D]  : : :pass:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:40,742 [D]  : : :pass:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:40,742 [D]  : : :pass:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:40,742 [D]  : : :pass:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:40,742 [D]  : : :pass:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:40,742 [D]  : : :pass:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:40,754 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,755 [D] -:F:n:WD_1:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:40,766 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,766 [D] ┌:F:n:WD_2:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:40,766 [D] └:F:n:WD_2:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:40,802 [D] ┌:C:c:WD_3:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:40,802 [D] |:C:c:WD_3:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:40,802 [D] └:C:c:WD_3:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:40,838 [D] -:C:c:WD_1:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:40,851 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,851 [D] ┌:F:n:WD_2:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:40,851 [D] └:F:n:WD_2:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:40,851 [D] ┌:C:c:WD_3:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:40,851 [D] |:C:c:WD_3:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:40,852 [D] └:C:c:WD_3:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:40,863 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,863 [D] -:F:n:WD_1:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:40,896 [D] ┌:C:c:WD_2:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:40,896 [D] └:C:c:WD_2:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:40,926 [D] ┌:C:c:WD_3:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:40,926 [D] |:C:c:WD_3:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:40,926 [D] └:C:c:WD_3:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:40,926 [D]  : : :pass:mug.c:36	(at logger.py:129) 
2019-03-02 02:05:40,937 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,937 [D] -:F:n:WD_1:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:40,947 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,947 [D] ┌:F:n:WD_2:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:40,947 [D] └:F:n:WD_2:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:40,947 [D] ┌:C:c:WD_3:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:40,947 [D] |:C:c:WD_3:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:40,947 [D] └:C:c:WD_3:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:40,980 [D] -:C:c:WD_1:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:40,994 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,994 [D] ┌:F:n:WD_2:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:40,994 [D] └:F:n:WD_2:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:41,006 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,007 [D] ┌:F:n:WD_3:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:41,007 [D] |:F:n:WD_3:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:41,007 [D] └:F:n:WD_3:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:41,018 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,019 [D] -:F:n:WD_1:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:41,029 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,030 [D] ┌:F:n:WD_2:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:41,030 [D] └:F:n:WD_2:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:41,043 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,043 [D] ┌:F:n:WD_3:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:41,043 [D] |:F:n:WD_3:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:41,043 [D] └:F:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:41,079 [D] -:C:c:WD_1:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:41,091 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,092 [D] ┌:F:n:WD_2:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:41,092 [D] └:F:n:WD_2:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:41,103 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,103 [D] ┌:F:n:WD_3:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:41,103 [D] |:F:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:41,103 [D] └:F:n:WD_3:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:41,114 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,114 [D] -:F:n:WD_1:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:41,126 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,126 [D] ┌:F:n:WD_2:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:41,126 [D] └:F:n:WD_2:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:41,157 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,157 [D] ┌:F:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:41,157 [D] |:F:n:WD_3:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:41,158 [D] └:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:41,168 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,169 [D] -:F:n:WD_1:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:41,179 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,179 [D] ┌:F:n:WD_2:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:41,180 [D] └:F:n:WD_2:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:41,192 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,193 [D] ┌:F:n:WD_3:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:41,193 [D] |:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:41,193 [D] └:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:41,205 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,205 [D] -:F:n:WD_1:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:41,215 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,216 [D] ┌:F:n:WD_2:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:41,216 [D] └:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:41,227 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,228 [D] ┌:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:41,228 [D] |:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:41,228 [D] └:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:41,228 [D]  : : :pass:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:41,240 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,240 [D] -:F:n:WD_1:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:41,251 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,251 [D] ┌:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:41,251 [D] └:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:41,263 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,263 [D] ┌:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:41,263 [D] |:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:41,263 [D] └:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:41,263 [D]  : : :pass:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:41,296 [D] -:C:c:WD_1:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:41,328 [D] ┌:C:c:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:41,328 [D] └:C:c:WD_2:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:41,339 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,339 [D] ┌:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:41,339 [D] |:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:41,339 [D] └:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:41,339 [D] -:C:c:WD_1:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:41,349 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,349 [D] ┌:F:n:WD_2:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:41,349 [D] └:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:41,362 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:41,362 [D] ┌:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:41,362 [D] |:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:41,362 [D] └:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:41,362 [D]  : : :pass:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:41,362 [D]  : : :pass:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:41,362 [D]  : : :pass:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:41,362 [D]  : : :pass:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:41,362 [D]  : : :pass:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:41,362 [D] -:F:n:WD_1:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:41,362 [D] ┌:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:41,362 [D] └:F:n:WD_2:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:41,363 [D] ┌:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:41,363 [D] |:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:41,363 [D] └:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:41,363 [D] -:C:c:WD_1:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:41,363 [D] ┌:C:c:WD_2:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:41,363 [D] └:C:c:WD_2:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:41,363 [D] ┌:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:41,363 [D] |:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:41,363 [D] └:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:41,363 [D]  : : :pass:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:41,363 [D]  : : :pass:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:41,363 [D] -:C:c:WD_1:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:41,363 [D] ┌:F:n:WD_2:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:41,363 [D] └:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:41,364 [D] ┌:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:41,364 [D] |:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:41,364 [D] └:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:41,364 [D]  : : :pass:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:41,364 [D]  : : :pass:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:41,364 [D] -:F:n:WD_1:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:41,364 [D] ┌:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:41,364 [D] └:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:41,364 [D] ┌:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:41,364 [D] |:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:41,364 [D] └:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:41,365 [D] -:F:n:WD_1:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:41,365 [D] ┌:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:41,365 [D] └:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:41,365 [D] ┌:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:41,365 [D] |:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:41,365 [D] └:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:41,366 [D] -:F:n:WD_1:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:41,366 [D] ┌:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:41,366 [D] └:F:n:WD_2:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:41,366 [D] ┌:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:41,366 [D] |:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:41,366 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:41,366 [D]  : : :pass:mug.c:8	(at logger.py:129) 
2019-03-02 02:05:41,366 [D]  : : :pass:mug.c:7	(at logger.py:129) 
2019-03-02 02:05:41,366 [D]  : : :pass:mug.c:6	(at logger.py:129) 
2019-03-02 02:05:41,366 [D]  : : :pass:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:41,366 [D] -:F:n:WD_1:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:41,366 [D] ┌:F:n:WD_2:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:41,367 [D] └:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:41,367 [D] ┌:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:41,367 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:41,367 [D] -:F:n:WD_1:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:41,367 [D] -:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:41,367 [D] -:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:41,367 [D]  : : :pass:mug.c:2	(at logger.py:129) 
2019-03-02 02:05:41,368 [D]  : : :pass:mug.c:1	(at logger.py:129) 
2019-03-02 02:05:41,368 [D] comp_cached_cnt:27	(at logger.py:134) 
2019-03-02 02:05:41,368 [D] compile_cnt:51	(at logger.py:134) 
2019-03-02 02:05:41,368 [D] execute_cnt:1	(at logger.py:134) 
2019-03-02 02:05:41,368 [D] fail_del_cnt:15	(at logger.py:134) 
2019-03-02 02:05:41,368 [D] iter_idx:3	(at logger.py:134) 
2019-03-02 02:05:41,368 [D] reuse_cnt:14	(at logger.py:134) 
2019-03-02 02:05:41,368 [D] succ_del_cnt:0	(at logger.py:134) 
2019-03-02 02:05:41,368 [D] time:0.8676266670227051	(at logger.py:134) 
2019-03-02 02:05:41,368 [D] deletion:37	(at logger.py:136) 
2019-03-02 02:05:41,368 [I] Iteration 3 finished	(at orbs.py:87) 
2019-03-02 02:05:41,368 [D] total_lines:63	(at logger.py:74) 
2019-03-02 02:05:41,369 [D] iteration_cnt:3	(at logger.py:75) 
2019-03-02 02:05:41,369 [D] comp_cached_cnt:32	(at logger.py:79) 
2019-03-02 02:05:41,369 [D] compile_cnt:278	(at logger.py:79) 
2019-03-02 02:05:41,369 [D] execute_cnt:39	(at logger.py:79) 
2019-03-02 02:05:41,369 [D] fail_del_cnt:46	(at logger.py:79) 
2019-03-02 02:05:41,369 [D] reuse_cnt:34	(at logger.py:79) 
2019-03-02 02:05:41,369 [D] succ_del_cnt:27	(at logger.py:79) 
2019-03-02 02:05:41,369 [D] time:7.971079349517822	(at logger.py:80) 
2019-03-02 02:05:41,370 [D] deletion:37	(at logger.py:82) 
2019-03-02 02:05:41,370 [I] ORBS fin.	(at orbs.py:91) 
2019-03-02 02:05:41,370 [I] ===== END - RUN ==============================================	(at main.py:95) 
2019-03-02 02:05:41,370 [I] 	(at main.py:96) 
